2026-04-01 19:48:20 | INFO     | PID:35688 | agentkernel_distributed.mas.agent.agent_manager:init:57 - [pod_0] AgentManager: Initializing 5 agents...
2026-04-01 19:58:21 | INFO     | PID:27008 | agentkernel_distributed.mas.agent.agent:init:103 - Successfully initialized Agent components concurrently.
2026-04-01 19:58:21 | INFO     | PID:27008 | agentkernel_distributed.mas.agent.agent:init:103 - Successfully initialized Agent components concurrently.
2026-04-01 19:58:21 | INFO     | PID:27008 | agentkernel_distributed.mas.agent.agent_manager:init:65 - [pod_4] AgentManager: All agents initialized.
2026-04-01 19:58:21 | INFO     | PID:4232 | agentkernel_distributed.mas.agent.agent_manager:init:57 - [pod_3] AgentManager: Initializing 5 agents...
2026-04-01 19:58:21 | INFO     | PID:4232 | agentkernel_distributed.mas.agent.agent:init:103 - Successfully initialized Agent components concurrently.
2026-04-01 19:58:21 | INFO     | PID:4232 | agentkernel_distributed.mas.agent.agent:init:103 - Successfully initialized Agent components concurrently.
2026-04-01 19:58:21 | INFO     | PID:4232 | agentkernel_distributed.mas.agent.agent:init:103 - Successfully initialized Agent components concurrently.
2026-04-01 19:58:21 | INFO     | PID:4232 | agentkernel_distributed.mas.agent.agent:init:103 - Successfully initialized Agent components concurrently.
2026-04-01 19:58:21 | INFO     | PID:4232 | agentkernel_distributed.mas.agent.agent:init:103 - Successfully initialized Agent components concurrently.
2026-04-01 19:58:21 | INFO     | PID:4232 | agentkernel_distributed.mas.agent.agent_manager:init:65 - [pod_3] AgentManager: All agents initialized.
2026-04-01 19:58:21 | INFO     | PID:39612 | agentkernel_distributed.mas.agent.agent_manager:init:57 - [pod_5] AgentManager: Initializing 2 agents...
2026-04-01 19:58:21 | INFO     | PID:39612 | agentkernel_distributed.mas.agent.agent:init:103 - Successfully initialized Agent components concurrently.
2026-04-01 19:58:21 | INFO     | PID:39612 | agentkernel_distributed.mas.agent.agent:init:103 - Successfully initialized Agent components concurrently.
2026-04-01 19:58:21 | INFO     | PID:39612 | agentkernel_distributed.mas.agent.agent_manager:init:65 - [pod_5] AgentManager: All agents initialized.
2026-04-01 19:58:21 | INFO     | PID:28860 | agentkernel_distributed.mas.agent.agent_manager:save_to_db:246 - [pod_0] Saving state for 5 agents...
2026-04-01 19:58:21 | INFO     | PID:19932 | agentkernel_distributed.mas.agent.agent_manager:save_to_db:246 - [pod_2] Saving state for 5 agents...
2026-04-01 19:58:21 | INFO     | PID:27008 | agentkernel_distributed.mas.agent.agent_manager:save_to_db:246 - [pod_4] Saving state for 5 agents...
2026-04-01 19:58:21 | DEBUG    | PID:6404 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '林黛玉'...
2026-04-01 19:58:21 | DEBUG    | PID:19932 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '薛宝钗'...
2026-04-01 19:58:21 | INFO     | PID:4232 | agentkernel_distributed.mas.agent.agent_manager:save_to_db:246 - [pod_3] Saving state for 5 agents...
2026-04-01 19:58:21 | DEBUG    | PID:6404 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '王夫人'...
2026-04-01 19:58:21 | DEBUG    | PID:28860 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '史湘云'...
2026-04-01 19:58:21 | DEBUG    | PID:19932 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '薛蟠'...
2026-04-01 19:58:21 | DEBUG    | PID:6404 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '王熙凤'...
2026-04-01 19:58:21 | DEBUG    | PID:4232 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '贾惜春'...
2026-04-01 19:58:21 | DEBUG    | PID:28860 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '妙玉'...
2026-04-01 19:58:21 | DEBUG    | PID:19932 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '袭人'...
2026-04-01 19:58:21 | DEBUG    | PID:27008 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '贾蓉'...
2026-04-01 19:58:21 | DEBUG    | PID:19932 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '贾元春'...
2026-04-01 19:58:21 | DEBUG    | PID:6404 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '薛姨妈'...

2026-04-01 19:58:21 | DEBUG    | PID:4232 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '贾政'...
2026-04-01 19:58:21 | DEBUG    | PID:27008 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '赵姨娘'...
2026-04-01 19:58:21 | DEBUG    | PID:28860 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '晴雯'...
2026-04-01 19:58:21 | INFO     | PID:6404 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | DEBUG    | PID:19932 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '贾宝玉'...
2026-04-01 19:58:21 | INFO     | PID:39612 | agentkernel_distributed.mas.agent.agent_manager:save_to_db:246 - [pod_5] Saving state for 2 agents...
2026-04-01 19:58:21 | DEBUG    | PID:4232 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '贾母'...
2026-04-01 19:58:21 | INFO     | PID:6404 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:27008 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:6404 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:19932 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skippin2026-04-01 19:58:21 | DEBUG    | PID:39612 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '鸳鸯'...
2026-04-01 19:58:21 | INFO     | PID:27008 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:19932 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:4232 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:6404 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:28860 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:19932 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:4232 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:6404 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:28860 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:39612 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:4232 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:27008 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:28860 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:19932 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:4232 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:6404 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
ng.
2026-04-01 19:58:21 | INFO     | PID:28860 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:39612 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:19932 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:27008 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.

2026-04-01 19:58:21 | INFO     | PID:28860 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.

2026-04-01 19:58:21 | INFO     | PID:39612 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:19932 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:6404 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
ping.

2026-04-01 19:58:21 | INFO     | PID:39612 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:19932 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:4232 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skippi2026-04-01 19:58:21 | INFO     | PID:28860 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.

2026-04-01 19:58:21 | INFO     | PID:39612 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:27008 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
g.
2026-04-01 19:58:21 | INFO     | PID:28860 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skip2026-04-01 19:58:21 | INFO     | PID:19932 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
ing.
2026-04-01 19:58:21 | INFO     | PID:28860 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
ng.
2026-04-01 19:58:21 | INFO     | PID:19932 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:39612 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:28860 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:4232 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:39612 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:28860 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.

2026-04-01 19:58:21 | INFO     | PID:19932 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:27008 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:39612 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:4232 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:6404 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:19932 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:28860 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:27008 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:39612 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:19932 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skippi2026-04-01 19:58:21 | INFO     | PID:6404 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:28860 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:39612 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:27008 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:4232 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:28860 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:39612 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:27008 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:6404 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:19932 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:27008 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:39612 | agentkernel_distributed.mas.agent.agent:save_to_db:188 - Successfully saved state for agent '鸳鸯'.
onent 'plan' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:6404 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:19932 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:27008 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:28860 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:39612 | agentkernel_distributed.mas.agent.agent:save_to_db:188 - Successfully saved state for agent '麝月'.
2026-04-01 19:58:21 | INFO     | PID:6404 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:19932 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:27008 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:28860 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:19932 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping2022026-04-01 19:58:21 | INFO     | PID:27008 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:28860 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:6404 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:27008 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:28860 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:6404 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:19932 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:27008 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:28860 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:6404 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:19932 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:27008 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:28860 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:19932 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:27008 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:28860 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 19:58:21 | INFO     | PID:19932 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.

2026-04-01 19:58:21 | INFO     | PID:27008 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
